codigo,nome,unidade,frequencia,primeiro_valor,ultimo_valor,origem
20293,Ativos com Governo Federal - Outras Sociedades Financeiras,u.m.c. (milhões),M,2006-12-01,2021-03-01 00:00:00,BCB-DSTAT
20298,Passivo - Depósitos - Outras Sociedades Financeiras,u.m.c. (milhões),M,2006-12-01,2021-03-01 00:00:00,BCB-DSTAT
20299,Passivo - Títulos exceto ações - Outras Sociedades Financeiras,u.m.c. (milhões),M,2006-12-01,2021-03-01 00:00:00,BCB-DSTAT
20289,Passivo - Outros itens (líquido) - Panorama das Sociedades de Depósitos,u.m.c. (milhões),M,2004-12-01,2023-05-01 00:00:00,BCB-DSTAT
20300,Passivo - Empréstimos - Outras Sociedades Financeiras,u.m.c. (milhões),M,2006-12-01,2021-03-01 00:00:00,BCB-DSTAT
20301,Passivo - Reservas técnicas de seguros - Outras Sociedades Financeiras,u.m.c. (milhões),M,2006-12-01,2021-03-01 00:00:00,BCB-DSTAT
20306,Passivo Monetário - Autoridade Monetária,u.m.c. (milhões),M,2004-12-01,2023-06-01 00:00:00,BCB-DSTAT
20307,Ativo externo líquido - Outras Sociedades de Depósitos,u.m.c. (milhões),M,2004-12-31,2023-05-01 00:00:00,BCB-DSTAT
20252,Passivo - Outros itens (líquido) - Autoridade Monetária,u.m.c. (milhões),M,2004-12-01,2023-06-01 00:00:00,BCB-DSTAT
20308,Ativos com Banco Central - Outras Sociedades de Depósitos,u.m.c. (milhões),M,2004-12-31,2023-05-01 00:00:00,BCB-DSTAT
20302,Passivo - Ações e outras participações - Outras Sociedades Financeiras,u.m.c. (milhões),M,2006-12-01,2021-03-01 00:00:00,BCB-DSTAT
20303,Passivo - Outros itens (líquido) - Outras Sociedades Financeiras,u.m.c. (milhões),M,2006-12-01,2021-03-01 00:00:00,BCB-DSTAT
20254,Passivos com não-residentes - Outras Sociedades de Depósitos,u.m.c. (milhões),M,2004-12-31,2023-05-01 00:00:00,BCB-DSTAT
20304,Ativo externo líquido - Autoridade Monetária,u.m.c. (milhões),M,2004-12-01,2023-06-01 00:00:00,BCB-DSTAT
20255,Ativo - Moeda - Outras Sociedades de Depósitos,u.m.c. (milhões),M,2004-12-31,2023-05-01 00:00:00,BCB-DSTAT
20309,Ativos líquidos com Governo Federal - Outras Sociedades de Depósitos,u.m.c. (milhões),M,2004-12-31,2023-05-01 00:00:00,BCB-DSTAT
20312,Ativos líquidos com Governo Federal - Panorama das Sociedades de Depósitos,u.m.c. (milhões),M,2004-12-01,2023-05-01 00:00:00,BCB-DSTAT
20268,Passivo - Depósitos excluídos dos meios de pagamento amplos - Outras Sociedades de Depósitos,u.m.c. (milhões),M,2004-12-31,2023-05-01 00:00:00,BCB-DSTAT
20313,Ativos com Outros Setores - Panorama das Sociedades de Depósitos,u.m.c. (milhões),M,2004-12-01,2023-05-01 00:00:00,BCB-DSTAT
20317,Ativos com Outros Set. - Outras Sociedades Financeiras,u.m.c. (milhões),M,2006-12-01,2021-03-01 00:00:00,BCB-DSTAT
20274,Passivos com não-residentes - Panorama das Sociedades de Depósitos,u.m.c. (milhões),M,2004-12-01,2023-05-01 00:00:00,BCB-DSTAT
20318,Ativo - Crédito doméstico - Panorama das Sociedades de Depósitos,u.m.c. (milhões),M,2004-12-01,2023-05-01 00:00:00,BCB-DSTAT
20311,Ativo externo líquido - Panorama das Sociedades de Depósitos,u.m.c. (milhões),M,2004-12-01,2021-11-01 00:00:00,BCB-DSTAT
20314,Passivo - Moeda em sentido amplo - Panorama das Sociedades de Depósitos,u.m.c. (milhões),M,2004-12-01,2023-05-01 00:00:00,BCB-DSTAT
20315,Ativo ext. líquido - Outras Sociedades Financeiras,u.m.c. (milhões),M,2006-12-01,2021-03-01 00:00:00,BCB-DSTAT
20305,Ativos líquidos com Governo Federal - Autoridade Monetária,u.m.c. (milhões),M,2004-12-01,2023-06-01 00:00:00,BCB-DSTAT
20288,Passivo - Ações e outras participações - Panorama das Sociedades de Depósitos,u.m.c. (milhões),M,2004-12-01,2023-05-01 00:00:00,BCB-DSTAT
20290,Ativos com não-residentes - Outras Sociedades Financeiras,u.m.c. (milhões),M,2006-12-01,2021-03-01 00:00:00,BCB-DSTAT
20291,Passivos com não-residentes - Outras Sociedades Financeiras,u.m.c. (milhões),M,2006-12-01,2021-03-01 00:00:00,BCB-DSTAT
20310,Ativos com Outros Setores - Outras Sociedades de Depósitos,u.m.c. (milhões),M,2004-12-31,2023-05-01 00:00:00,BCB-DSTAT
20316,Ativos líq. com Gov. Fed. - Outras Sociedades Financeiras,u.m.c. (milhões),M,2006-12-01,2021-03-01 00:00:00,BCB-DSTAT
20322,"Índice de volume de vendas no varejo - artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos - RS",Índice,M,2004-01-31,2022-12-01 00:00:00,IBGE
20335,Índice de volume de vendas no varejo - materiais de construção - Sul,Índice,M,2004-01-31,2022-12-01 00:00:00,BCB e IBGE
20331,"Índice de volume de vendas no varejo - artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos - Sul",Índice,M,2004-01-31,2022-12-01 00:00:00,BCB e IBGE
20332,"Índice de volume de vendas no varejo - livros, jornais, revistas e papelaria - Sul",Índice,M,2004-01-31,2022-12-01 00:00:00,BCB e IBGE
20329,"Índice de volume de vendas no varejo - tecidos, vestuário e calçados - Sul",Índice,M,2000-01-31,2022-12-01 00:00:00,BCB e IBGE
20333,"Índice de volume de vendas no varejo - equipamentos e materiais para escritório, informática e comunicação - Sul",Índice,M,2004-01-31,2022-12-01 00:00:00,BCB e IBGE
20334,Índice de volume de vendas no varejo - outros artigos de uso pessoal e doméstico - Sul,Índice,M,2004-01-31,2022-12-01 00:00:00,BCB e IBGE
20324,"Índice de volume de vendas no varejo - equipamentos e materiais para escritório, informática e comunicação - RS",Índice,M,2004-01-31,2022-12-01 00:00:00,IBGE
20325,Índice de volume de vendas no varejo - outros artigos de uso pessoal e doméstico - RS,Índice,M,2004-01-31,2022-12-01 00:00:00,IBGE
20239,Ativos com não-residentes - Autoridade Monetária,u.m.c. (milhões),M,2004-12-01,2023-06-01 00:00:00,BCB-DSTAT
20243,Passivos com Governo Federal - Autoridade Monetária,u.m.c. (milhões),M,2004-12-01,2023-06-01 00:00:00,BCB-DSTAT
20339,Sondagem de Serviços - Índice de Confiança de Serviços - Dessazonalizado,Pontos,M,2008-06-01,2023-06-01 00:00:00,BCB e FGV
20340,Sondagem de Serviços - Índice de Situação Atual (ISA-S) - Dessazonalizado,Pontos,M,2008-06-01,2023-06-01 00:00:00,BCB e FGV
20341,Sondagem de Serviços - Índice de Expectativas (IE-S) - Dessazonalizado,Pontos,M,2008-06-01,2023-06-01 00:00:00,BCB e FGV
20270,Passivo - Empréstimos - Outras Sociedades de Depósitos,u.m.c. (milhões),M,2004-12-31,2023-05-01 00:00:00,BCB-DSTAT
20271,Passivo - Ações e outras participações - Outras Sociedades de Depósitos,u.m.c. (milhões),M,2004-12-31,2023-05-01 00:00:00,BCB-DSTAT
20281,Passivo - Papel-moeda fora das Outras Sociedades de Depósitos - Panorama das Sociedades de Depósitos,u.m.c. (milhões),M,2004-12-01,2023-05-01 00:00:00,BCB-DSTAT
20399,Comprometimento de renda das famílias com o serviço da dívida com o Sistema Financeiro Nacional exceto crédito habitacional - Com ajuste sazonal (MSAD),%,M,2005-03-01,2021-08-01 00:00:00,BCB-DSTAT
20328,Índice de volume de vendas no varejo - hipermercados e supermercados - Sul,Índice,M,2000-01-31,2022-04-01 00:00:00,BCB e IBGE
20327,"Índice de volume de vendas no varejo - hipermercados, supermercados, produtos alimentícios, bebidas e fumo - Sul",Índice,M,2000-01-31,2022-12-01 00:00:00,BCB e IBGE
20360,Índice da taxa de câmbio efetiva nominal - Jun/1994=100,Índice,M,1988-01-31,2023-04-01 00:00:00,BCB-DSTAT
20359,Movimento contratado de câmbio interbancário - volume - dólar dos Estados Unidos - liquidação em D+1,US$,D,1994-07-04,2023-07-25 00:00:00,BCB-Depin
20400,Endividamento das famílias com o Sistema Financeiro Nacional exceto crédito habitacional em relação à renda acumulada dos últimos doze meses (MSAD),%,M,2005-01-01,2021-08-01 00:00:00,BCB-DSTAT
20420,Índice de Atividade Econômica Regional (Ref. 2012) - Minas Gerais - com ajuste sazonal,Índice,M,2002-01-01,2017-02-01 00:00:00,BCB-Depec
20421,Índice de Atividade Econômica Regional (Ref. 2012) - Região Centro-Oeste,Índice,M,2002-01-01,2017-02-01 00:00:00,BCB-Depec
20422,Índice de Atividade Econômica Regional (Ref. 2012) - Região Centro-Oeste - com ajuste sazonal,Índice,M,2002-01-01,2017-02-01 00:00:00,BCB-Depec
20419,Índice de Atividade Econômica Regional (Ref. 2012) - Minas Gerais,Índice,M,2002-01-01,2017-02-01 00:00:00,BCB-Depec
20440,Índice de Atividade Econômica Regional (Ref. 2012) - Pernambuco - com ajuste sazonal,Índice,M,2003-01-01,2017-03-01 00:00:00,BCB-Depec
20441,Índice de Atividade Econômica Regional (Ref.2012) - Rio Grande do Sul,Índice,M,2003-01-01,2017-02-01 00:00:00,BCB-Depec
20442,Índice de Atividade Econômica Regional (Ref.2012) - Santa Catarina,Índice,M,2003-01-01,2017-02-01 00:00:00,BCB-Depec
20443,Índice de Atividade Econômica Regional (Ref.2012) - Região Sul,Índice,M,2003-01-01,2017-02-01 00:00:00,BCB-Depec
20445,Índice de Atividade Econômica Regional (Ref. 2012) - Região Nordeste,Índice,M,2003-01-01,2017-02-01 00:00:00,BCB-Depec
20449,Índice de Atividade Econômica Regional (Ref. 2012) - Ceará - com ajuste sazonal,Índice,M,2003-01-01,2017-02-01 00:00:00,BCB-Depec
20450,Índice de Atividade Econômica Regional (Ref. 2012)  Pernambuco,Índice,M,2003-01-01,2017-03-01 00:00:00,BCB-Depec
20452,Índice de Atividade Econômica Regional (Ref. 2012) - Paraná,Índice,M,2003-01-01,2017-02-01 00:00:00,BCB-Depec
20444,Índice de Atividade Econômica Regional (Ref. 2012) - Rio de Janeiro,Índice,M,2003-01-01,2017-02-01 00:00:00,BCB-Depec
20330,Índice de volume de vendas no varejo - móveis e eletrodomésticos - Sul,Índice,M,2000-01-31,2022-12-01 00:00:00,BCB e IBGE
20455,Índice de Atividade Econômica Regional (Ref. 2012) - Santa Catarina - com ajuste sazonal,Índice,M,2003-01-01,2017-02-01 00:00:00,BCB-Depec
20456,Índice de Atividade Econômica Regional (Ref.2012) - Região Sul - com ajuste sazonal,Índice,M,2003-01-01,2017-02-01 00:00:00,BCB-Depec
20457,Índice de Atividade Econômica Regional (Ref. 2012) - Rio de Janeiro - com ajuste sazonal,Índice,M,2003-01-01,2017-02-01 00:00:00,BCB-Depec
20458,Índice de Atividade Econômica Regional (Ref. 2012) - Paraná - com ajuste sazonal,Índice,M,2003-01-01,2017-02-01 00:00:00,BCB-Depec
20454,Índice de Atividade Econômica Regional (Ref.2012) - Rio Grande do Sul - com ajuste sazonal,Índice,M,2003-01-01,2017-02-01 00:00:00,BCB-Depec
20423,Índice de Atividade Econômica Regional (Ref. 2012) - Goiás,Índice,M,2002-01-01,2017-02-01 00:00:00,BCB-Depec
20424,Índice de Atividade Econômica Regional (Ref. 2012) - Goiás - com ajuste sazonal,Índice,M,2002-01-01,2017-02-01 00:00:00,BCB-Depec
20460,Índice de Atividade Econômica Regional (Ref. 2012) - Região Norte,Índice,M,2003-01-01,2017-02-01 00:00:00,BCB-Depec
20461,Índice de Atividade Econômica Regional (Ref. 2012) - Pará,Índice,M,2003-01-01,2017-02-01 00:00:00,BCB-Depec
20464,Índice de Atividade Econômica Regional (Ref. 2012) - Espírito Santo - com ajuste sazonal,Índice,M,2003-01-01,2017-02-01 00:00:00,BCB-Depec
20466,Índice de Atividade Econômica Regional (Ref. 2012) - Pará - com ajuste sazonal,Índice,M,2003-01-01,2017-02-01 00:00:00,BCB-Depec
20465,Índice de Atividade Econômica Regional (Ref. 2012) - Região Norte - com ajuste sazonal,Índice,M,2003-01-01,2017-02-01 00:00:00,BCB-Depec
20467,Índice de Atividade Econômica Regional (Ref. 2012) - Amazonas - com ajuste sazonal,Índice,M,2003-01-01,2017-02-01 00:00:00,BCB-Depec
20463,Índice de Atividade Econômica Regional (Ref. 2012) - Amazonas,Índice,M,2003-01-01,2017-02-01 00:00:00,BCB-Depec
20469,Índice de Atividade Econômica Regional (Ref. 2012) - Bahia,Índice,M,2003-01-01,2017-02-01 00:00:00,BCB-Depec
20446,Índice de Atividade Econômica Regional (Ref. 2012) - Região Nordeste - com ajuste sazonal,Índice,M,2003-01-01,2017-02-01 00:00:00,BCB-Depec
20447,Índice de Atividade Econômica Regional (Ref. 2012) - Ceará,Índice,M,2003-01-01,2017-02-01 00:00:00,BCB-Depec
20470,Índice de Atividade Econômica Regional (Ref. 2012) - Bahia - com ajuste sazonal,Índice,M,2003-01-01,2017-05-01 00:00:00,BCB-Depec
20453,Índice de Atividade Econômica Regional (Ref. 2012) - Espírito Santo,Índice,M,2003-01-01,2017-02-01 00:00:00,BCB-Depec
20479,Ativos frente a Outros Setores - Autoridade Monetária,u.m.c. (milhões),M,2004-12-01,2023-06-01 00:00:00,BCB-DSTAT
20499,Ativo - Autoridade Monetária,u.m.c. (milhões),M,2004-12-01,2023-06-01 00:00:00,BCB-DSTAT
20504,Passivo - Outras Sociedades de Depósitos,u.m.c. (milhões),M,2004-12-31,2023-05-01 00:00:00,BCB-DSTAT
20503,Ativo - Outras Sociedades de Depósitos,u.m.c. (milhões),M,2004-12-31,2021-11-01 00:00:00,BCB-DSTAT
20502,Passivo - Panorama das Sociedades de Depósitos,u.m.c. (milhões),M,2004-12-01,2021-11-01 00:00:00,BCB-DSTAT
20505,Ativo - Outras Sociedades Financeiras,u.m.c. (milhões),M,2006-12-01,2021-03-01 00:00:00,BCB-DSTAT
20500,Passivo - Autoridade Monetária,u.m.c. (milhões),M,2004-12-01,2021-11-01 00:00:00,BCB-DSTAT
20506,Passivo - Outras Sociedades Financeiras,u.m.c. (milhões),M,2006-12-01,2021-03-01 00:00:00,BCB-DSTAT
20501,Ativo - Panorama das Sociedade de Depósitos,u.m.c. (milhões),M,2004-12-01,2021-11-01 00:00:00,BCB-DSTAT
20540,Saldo da carteira de crédito - Pessoas jurídicas - Total,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20541,Saldo da carteira de crédito - Pessoas físicas - Total,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20543,Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Total,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20544,Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Desconto de duplicatas e recebíveis,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20326,Índice de volume de vendas no varejo - combustíveis e lubrificantes - Sul,Índice,M,2000-01-31,2022-12-01 00:00:00,BCB e IBGE
20552,Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Cheque especial,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20551,Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Conta garantida,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20323,"Índice de volume de vendas no varejo - livros, jornais, revistas e papelaria - RS",Índice,M,2004-01-31,2022-12-01 00:00:00,IBGE
20553,Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Aquisição de veículos,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20542,Saldo da carteira de crédito com recursos livres - Total,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20557,Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Arrendamento mercantil de outros bens,R$ (milhões),M,2011-03-01,2023-05-01 00:00:00,BCB-DSTAT
20545,Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Desconto de cheques,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20558,Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Arrendamento mercantil total,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20560,Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Compror,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20554,Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Aquisição de outros bens,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20555,Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Aquisição de bens total,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20556,Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Arrendamento mercantil de veículos,R$ (milhões),M,2011-03-01,2023-05-01 00:00:00,BCB-DSTAT
20563,Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Cartão de crédito à vista,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20567,Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Financiamento a exportações,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20547,Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Capital de giro com prazo de até 365 dias,R$ (milhões),M,2011-03-01,2023-05-01 00:00:00,BCB-DSTAT
20546,Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Antecipação de faturas de cartão de crédito,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20549,Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Capital de giro rotativo,R$ (milhões),M,2011-03-01,2023-05-01 00:00:00,BCB-DSTAT
20550,Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Capital de giro total,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20568,Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Repasse externo,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20548,Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Capital de giro com prazo superior a 365 dias,R$ (milhões),M,2011-03-01,2023-05-01 00:00:00,BCB-DSTAT
20564,Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Cartão de crédito total,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20565,Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Adiantamento sobre contratos de câmbio (ACC),R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20569,Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Outros créditos livres,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20559,Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Vendor,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20561,Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Cartão de crédito rotativo,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20562,Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Cartão de crédito parcelado,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20570,Saldo da carteira de crédito com recursos livres - Pessoas físicas - Total,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20566,Saldo da carteira de crédito com recursos livres - Pessoas jurídicas - Financiamento a importações,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20539,Saldo da carteira de crédito - Total,R$ (milhões),M,1988-06-01,2023-05-01 00:00:00,BCB-DSTAT
20571,Saldo da carteira de crédito com recursos livres não rotativo - Pessoas físicas,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20572,Saldo da carteira de crédito com recursos livres rotativo - Pessoas físicas,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20573,Saldo da carteira de crédito com recursos livres - Pessoas físicas - Cheque especial,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20577,Saldo da carteira de crédito com recursos livres - Pessoas físicas - Crédito pessoal consignado para trabalhadores do setor público,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20575,Saldo da carteira de crédito com recursos livres - Pessoas físicas - Crédito pessoal não consignado vinculado à composição de dívidas,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20587,Saldo da carteira de crédito com recursos livres - Pessoas físicas - Cartão de crédito rotativo,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20588,Saldo da carteira de crédito com recursos livres - Pessoas físicas - Cartão de crédito parcelado,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20583,Saldo da carteira de crédito com recursos livres - Pessoas físicas - Aquisição de bens total,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20581,Saldo da carteira de crédito com recursos livres - Pessoas físicas - Aquisição de veículos,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20574,Saldo da carteira de crédito com recursos livres - Pessoas físicas - Crédito pessoal não consignado,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20585,Saldo da carteira de crédito com recursos livres - Pessoas físicas - Arrendamento mercantil de outros bens,R$ (milhões),M,2011-03-01,2023-05-01 00:00:00,BCB-DSTAT
20589,Saldo da carteira de crédito com recursos livres - Pessoas físicas - Cartão de crédito à vista,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20591,Saldo da carteira de crédito com recursos livres - Pessoas físicas - Desconto de cheques,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20590,Saldo da carteira de crédito com recursos livres - Pessoas físicas - Cartão de crédito total,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20593,Saldo da carteira de crédito com recursos direcionados - Total,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20592,Saldo da carteira de crédito com recursos livres - Pessoas físicas - Outros créditos livres,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20594,Saldo da carteira de crédito com recursos direcionados - Pessoas jurídicas - Total,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20595,Saldo da carteira de crédito com recursos direcionados - Pessoas jurídicas - Crédito rural com taxas de mercado,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20582,Saldo da carteira de crédito com recursos livres - Pessoas físicas - Aquisição de outros bens,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20598,Saldo da carteira de crédito com recursos direcionados - Pessoas jurídicas - Financiamento imobiliário com taxas de mercado,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20580,Saldo da carteira de crédito com recursos livres - Pessoas físicas - Crédito pessoal total,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20584,Saldo da carteira de crédito com recursos livres - Pessoas físicas - Arrendamento mercantil de veículos,R$ (milhões),M,2011-03-01,2023-05-01 00:00:00,BCB-DSTAT
20599,Saldo da carteira de crédito com recursos direcionados - Pessoas jurídicas - Financiamento imobiliário com taxas reguladas,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20579,Saldo da carteira de crédito com recursos livres - Pessoas físicas - Crédito pessoal consignado total,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20600,Saldo da carteira de crédito com recursos direcionados - Pessoas jurídicas - Financiamento imobiliário total,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20601,Saldo da carteira de crédito com recursos direcionados - Pessoas jurídicas - Capital de giro com recursos do BNDES,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20602,Saldo da carteira de crédito com recursos direcionados - Pessoas jurídicas - Financiamento de investimentos com recursos do BNDES,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20604,Saldo da carteira de crédito com recursos direcionados - Pessoas jurídicas - Financiamento com recursos do BNDES total,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20606,Saldo da carteira de crédito com recursos direcionados - Pessoas físicas - Total,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20615,Saldo da carteira de crédito com recursos direcionados - Pessoas físicas - Financiamento agroindustrial com recursos do BNDES,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20603,Saldo da carteira de crédito com recursos direcionados - Pessoas jurídicas - Financiamento agroindustrial com recursos do BNDES,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20616,Saldo da carteira de crédito com recursos direcionados - Pessoas físicas - Financiamento com recursos do BNDES total,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20605,Saldo da carteira de crédito com recursos direcionados - Pessoas jurídicas - Outros créditos direcionados,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20607,Saldo da carteira de crédito com recursos direcionados - Pessoas físicas - Crédito rural com taxas de mercado,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20609,Saldo da carteira de crédito com recursos direcionados - Pessoas físicas - Crédito rural total,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20617,Saldo da carteira de crédito com recursos direcionados - Pessoas físicas - Microcrédito destinado a consumo,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20608,Saldo da carteira de crédito com recursos direcionados - Pessoas físicas - Crédito rural com taxas reguladas,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20613,Saldo da carteira de crédito com recursos direcionados - Pessoas físicas - Capital de giro com recursos do BNDES,R$ (milhões),M,2011-03-01,2023-05-01 00:00:00,BCB-DSTAT
20624,Saldo da carteira de crédito a pessoas físicas em relação ao PIB,%,M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20625,Saldo da carteira de crédito com recursos livres em relação ao PIB,%,M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20618,Saldo da carteira de crédito com recursos direcionados - Pessoas físicas - Microcrédito destinado a microempreendedores,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20596,Saldo da carteira de crédito com recursos direcionados - Pessoas jurídicas - Crédito rural com taxas reguladas,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20597,Saldo da carteira de crédito com recursos direcionados - Pessoas jurídicas - Crédito rural total,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20626,Saldo da carteira de crédito com recursos livres a pessoas jurídicas em relação ao PIB,%,M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20620,Saldo da carteira de crédito com recursos direcionados - Pessoas físicas - Microcrédito total,R$ (milhões),M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20622,Saldo da carteira de crédito em relação ao PIB,%,M,1995-07-01,2023-05-01 00:00:00,BCB-DSTAT
20623,Saldo da carteira de crédito a pessoas jurídicas em relação ao PIB,%,M,2007-03-01,2023-05-01 00:00:00,BCB-DSTAT
20631,Concessões de crédito - Total,R$ (milhões),M,2011-03-01,2023-05-01 00:00:00,BCB-DSTAT
20635,Concessões de crédito com recursos livres - Pessoas jurídicas - Total,R$ (milhões),M,2011-03-01,2023-05-01 00:00:00,BCB-DSTAT
